Id_Tabla,Levdireccion,Levdirnum,Levpropietario,Levtelefono,Lev_Sticker,Levnombreestablecimiento,DistanciaEnMetros,Match
53631,74%,72%,48%,0%,0%,48%,9,0
53632,61%,59%,45%,0%,0%,47%,38,0
53633,83%,83%,46%,0%,0%,43%,,0
53634,93%,88%,50%,0%,0%,43%,,0
53635,65%,63%,53%,0%,0%,0%,38,0
53636,92%,88%,47%,0%,0%,62%,44,0
53637,71%,75%,51%,0%,0%,38%,27,0
53638,71%,69%,49%,0%,0%,38%,44,0
53639,65%,61%,51%,0%,0%,26%,38,0
53640,92%,89%,0%,0%,0%,51%,44,0
53641,73%,75%,43%,0%,0%,55%,28,0
53642,86%,81%,49%,0%,0%,54%,33,0
53643,91%,88%,50%,0%,0%,45%,26,0
53644,86%,81%,42%,0%,0%,39%,24,0
53645,91%,88%,49%,0%,0%,54%,17,0
53646,91%,88%,45%,0%,0%,45%,30,0
53647,68%,69%,48%,0%,0%,58%,45,0
53648,91%,88%,42%,0%,0%,45%,20,0
53649,64%,57%,50%,0%,0%,41%,10,0
53650,65%,60%,44%,0%,0%,41%,44,0
53651,77%,83%,49%,0%,0%,41%,42,0
53652,93%,80%,57%,0%,0%,58%,37,0
53653,100%,93%,55%,0%,0%,80%,13,0
53654,63%,56%,60%,0%,0%,60%,27,0
53655,69%,60%,52%,0%,0%,58%,23,0
53656,59%,60%,43%,0%,0%,58%,26,0
53657,51%,85%,52%,0%,0%,48%,,0
53658,89%,85%,50%,0%,0%,54%,,0
53659,51%,63%,57%,0%,0%,48%,30,0
53660,93%,85%,55%,0%,0%,48%,,0
53661,91%,82%,52%,0%,0%,48%,,0
53662,82%,78%,61%,0%,0%,48%,,0
53663,77%,75%,54%,0%,0%,31%,7,0
53664,89%,86%,57%,0%,0%,0%,,0
53665,68%,78%,58%,0%,0%,31%,,0
53666,75%,75%,58%,0%,0%,31%,9,0
53667,88%,85%,48%,0%,0%,45%,42,0
53668,64%,63%,40%,0%,0%,58%,26,0
53669,90%,86%,44%,0%,0%,60%,17,0
53670,88%,88%,49%,0%,0%,48%,4,0
53671,78%,88%,52%,0%,0%,48%,29,0
53672,78%,88%,44%,0%,0%,48%,23,0
53673,70%,75%,45%,0%,0%,55%,44,0
53674,83%,82%,45%,0%,0%,50%,43,0
53675,63%,64%,47%,0%,0%,50%,40,0
53676,91%,88%,50%,0%,0%,48%,16,0
53677,91%,88%,50%,0%,0%,48%,17,0
53678,79%,77%,56%,0%,0%,50%,7,0
53679,87%,87%,61%,0%,0%,0%,,0
53680,68%,80%,56%,0%,0%,50%,,0
53681,77%,77%,56%,0%,0%,50%,9,0
53682,91%,89%,42%,0%,0%,56%,38,0
53683,79%,76%,53%,0%,0%,39%,21,0
53684,81%,80%,56%,0%,0%,47%,19,0
53685,81%,80%,48%,0%,0%,33%,19,0
53686,71%,80%,53%,0%,0%,41%,27,0
53687,70%,72%,50%,0%,0%,45%,42,0
53688,63%,65%,48%,0%,0%,53%,22,0
53689,81%,80%,42%,0%,0%,53%,18,0
53690,91%,88%,61%,0%,0%,59%,32,0
53691,95%,85%,44%,0%,0%,35%,19,0
53692,62%,60%,43%,0%,0%,39%,35,0
53693,52%,50%,44%,0%,0%,33%,35,0
53694,58%,56%,43%,0%,0%,54%,43,0
53695,90%,86%,32%,0%,0%,54%,15,0
53696,95%,93%,39%,0%,0%,50%,8,0
53697,67%,67%,43%,0%,0%,54%,15,0
53698,90%,86%,43%,0%,0%,29%,29,0
53699,90%,86%,47%,0%,0%,48%,24,0
53700,90%,86%,43%,0%,0%,29%,19,0
53701,95%,93%,52%,0%,0%,40%,8,0
53702,90%,86%,45%,0%,0%,30%,40,0
53703,79%,81%,43%,0%,0%,57%,43,0
53704,90%,86%,47%,0%,0%,41%,11,0
53705,69%,71%,43%,0%,0%,39%,15,0
53706,95%,93%,43%,0%,0%,39%,25,0
53707,60%,63%,42%,0%,0%,36%,42,0
53708,64%,63%,43%,0%,0%,39%,42,0
53709,59%,58%,45%,0%,0%,50%,41,0
53710,60%,57%,56%,0%,0%,56%,34,0
53711,48%,50%,38%,0%,0%,56%,45,0
53712,74%,72%,55%,0%,0%,62%,37,0
53713,88%,88%,58%,0%,0%,44%,41,0
53714,78%,88%,43%,0%,0%,50%,44,0
53715,72%,73%,51%,0%,0%,53%,33,0
53716,72%,73%,55%,0%,0%,55%,31,0
53717,73%,80%,48%,0%,0%,53%,12,0
53718,74%,79%,37%,0%,0%,43%,39,0
53719,77%,64%,43%,0%,0%,58%,26,0
53720,71%,63%,47%,0%,0%,44%,10,0
53721,71%,63%,48%,0%,0%,50%,39,0
53722,65%,88%,49%,0%,0%,50%,21,0
53723,82%,100%,40%,0%,0%,50%,3,0
53724,79%,94%,43%,0%,0%,50%,33,0
53725,71%,63%,40%,0%,0%,50%,16,0
53726,85%,75%,57%,0%,0%,50%,39,0
53727,83%,80%,52%,0%,0%,38%,13,0
53728,91%,80%,55%,0%,0%,56%,32,0
53729,79%,71%,55%,0%,0%,56%,18,0
53730,76%,77%,43%,0%,0%,43%,22,0
53731,83%,73%,55%,0%,0%,50%,39,0
53732,49%,80%,62%,0%,0%,59%,34,0
53733,70%,71%,82%,0%,0%,59%,18,0
53734,45%,71%,59%,0%,0%,59%,32,0
53735,80%,80%,58%,0%,0%,59%,8,0
53736,66%,53%,55%,0%,0%,54%,23,0
53737,54%,53%,55%,0%,0%,35%,40,0
53738,85%,73%,41%,0%,0%,50%,37,0
53739,76%,65%,58%,0%,0%,44%,37,0
53740,76%,65%,44%,0%,0%,51%,44,0
53741,76%,80%,55%,0%,0%,44%,23,0
53742,84%,82%,61%,0%,0%,44%,,0
53743,54%,53%,53%,0%,0%,48%,43,0
53744,90%,86%,42%,0%,0%,46%,1,0
53745,88%,82%,52%,0%,0%,46%,1,0
53746,88%,87%,42%,0%,0%,45%,32,0
53747,76%,76%,41%,0%,0%,28%,32,0
53748,81%,87%,42%,0%,0%,48%,19,0
53749,91%,87%,44%,0%,0%,44%,23,0
53750,68%,71%,46%,0%,0%,38%,35,0
53751,63%,60%,38%,0%,0%,0%,18,0
53752,81%,82%,38%,0%,0%,44%,1,0
53753,91%,87%,38%,0%,0%,41%,13,0
53754,53%,61%,55%,0%,0%,52%,30,0
53755,88%,80%,55%,0%,0%,57%,,0
53756,81%,76%,60%,0%,0%,46%,3,0
53757,78%,71%,58%,0%,0%,38%,28,0
53758,70%,65%,63%,0%,0%,46%,38,0
53759,56%,69%,44%,0%,0%,0%,37,0
53760,81%,88%,49%,0%,0%,0%,18,0
53761,62%,63%,59%,0%,0%,56%,39,0
53762,58%,62%,52%,0%,0%,33%,37,0
53763,63%,69%,43%,0%,0%,46%,30,0
53764,63%,69%,42%,0%,0%,46%,14,0
53765,84%,73%,49%,0%,0%,42%,39,0
53766,58%,55%,47%,0%,0%,30%,37,0
53767,53%,54%,47%,0%,0%,30%,41,0
53768,58%,55%,53%,0%,0%,42%,30,0
53769,53%,58%,45%,0%,0%,50%,21,0
53770,58%,55%,47%,0%,0%,42%,21,0
53771,58%,55%,43%,0%,0%,42%,29,0
53772,58%,55%,47%,0%,0%,42%,22,0
53773,58%,64%,47%,0%,0%,42%,34,0
53774,58%,55%,43%,0%,0%,45%,31,0
53775,75%,62%,52%,0%,0%,37%,44,0
53776,62%,67%,48%,0%,0%,62%,18,0
53777,89%,89%,52%,0%,0%,53%,1,0
53778,70%,61%,40%,0%,0%,42%,21,0
53779,81%,76%,49%,0%,0%,42%,44,0
53780,71%,74%,37%,0%,0%,40%,40,0
53781,81%,76%,40%,0%,0%,42%,33,0
53782,92%,82%,33%,0%,0%,48%,19,0
53783,92%,82%,32%,0%,0%,42%,18,0
53784,79%,74%,40%,0%,0%,42%,19,0
53785,81%,76%,38%,0%,0%,49%,21,0
53786,81%,76%,40%,0%,0%,49%,28,0
53787,92%,82%,38%,0%,0%,56%,41,0
53788,63%,61%,40%,0%,0%,42%,20,0
53789,55%,58%,48%,0%,0%,54%,43,0
53790,58%,53%,48%,0%,0%,42%,39,0
53791,58%,53%,50%,0%,0%,42%,28,0
53792,79%,79%,45%,0%,0%,55%,13,0
53793,75%,76%,37%,0%,0%,39%,37,0
53794,82%,87%,53%,0%,0%,41%,12,0
53795,78%,83%,53%,0%,0%,41%,35,0
53796,89%,81%,53%,0%,0%,58%,20,0
53797,59%,88%,70%,0%,0%,41%,32,0
53798,65%,72%,60%,0%,0%,65%,32,0
53799,58%,65%,60%,0%,0%,33%,27,0
53800,60%,56%,52%,0%,0%,46%,44,0
53801,60%,63%,41%,0%,0%,33%,38,0
53802,86%,80%,47%,0%,0%,31%,35,0
53803,75%,75%,56%,0%,0%,34%,22,0
53804,90%,86%,51%,0%,0%,35%,14,0
53805,76%,81%,47%,0%,0%,31%,4,0
53806,95%,93%,37%,0%,0%,32%,14,0
53807,90%,86%,59%,0%,0%,45%,27,0
53808,95%,93%,37%,0%,0%,51%,30,0
53809,82%,75%,52%,0%,0%,27%,43,0
53810,91%,88%,54%,0%,0%,44%,14,0
53811,79%,78%,45%,0%,0%,30%,14,0
53812,91%,88%,44%,0%,0%,30%,14,0
53813,90%,88%,44%,0%,0%,38%,26,0
53814,87%,81%,55%,0%,0%,56%,39,0
53815,61%,75%,48%,0%,0%,50%,5,0
53816,58%,75%,47%,0%,0%,50%,38,0
53817,91%,88%,50%,0%,0%,50%,12,0
53818,68%,69%,49%,0%,0%,54%,43,0
53819,73%,75%,50%,0%,0%,50%,40,0
53820,79%,87%,70%,0%,0%,43%,4,0
53821,58%,56%,57%,0%,0%,44%,26,0
53822,58%,56%,41%,0%,0%,47%,21,0
53823,64%,68%,49%,0%,0%,42%,28,0
53824,63%,63%,46%,0%,0%,56%,42,0
53825,76%,77%,49%,0%,0%,53%,23,0
53826,87%,88%,45%,0%,0%,100%,3,0
53827,88%,81%,53%,0%,0%,46%,28,0
53828,93%,88%,56%,0%,0%,46%,19,0
53829,72%,81%,45%,0%,0%,52%,21,0
53830,76%,80%,53%,0%,0%,56%,10,0
53831,84%,94%,47%,0%,0%,43%,18,0
53832,61%,63%,42%,0%,0%,60%,32,0
53833,92%,94%,50%,0%,0%,54%,8,0
53834,92%,94%,40%,0%,0%,45%,13,0
53835,79%,90%,49%,0%,0%,35%,20,0
53836,69%,78%,45%,0%,0%,25%,19,0
53837,70%,75%,47%,0%,0%,40%,26,0
53838,78%,77%,49%,0%,0%,26%,16,0
53839,70%,75%,45%,0%,0%,46%,18,0
53840,80%,86%,43%,0%,0%,46%,26,0
53841,60%,64%,54%,0%,0%,56%,42,0
53842,60%,64%,52%,0%,0%,58%,39,0
53843,60%,71%,45%,0%,0%,45%,40,0
53844,58%,63%,57%,0%,0%,49%,35,0
53845,62%,63%,57%,0%,0%,45%,37,0
53846,92%,88%,53%,0%,0%,56%,20,0
53847,92%,88%,53%,0%,0%,46%,14,0
53848,92%,88%,45%,0%,0%,56%,37,0
53849,59%,61%,51%,0%,0%,44%,37,0
53850,64%,63%,53%,0%,0%,62%,40,0
53851,64%,63%,48%,0%,0%,36%,40,0
53852,63%,67%,45%,0%,0%,57%,40,0
53853,74%,78%,51%,0%,0%,44%,3,0
53854,74%,78%,63%,0%,0%,44%,3,0
53855,63%,67%,48%,0%,0%,36%,40,0
53856,85%,89%,55%,0%,0%,50%,30,0
53857,89%,94%,56%,0%,0%,45%,41,0
53858,93%,94%,54%,0%,0%,50%,17,0
53859,84%,83%,56%,0%,0%,33%,31,0
53860,84%,83%,51%,0%,0%,50%,31,0
53861,69%,71%,46%,0%,0%,44%,45,0
53862,72%,76%,47%,0%,0%,59%,43,0
53863,80%,80%,46%,0%,0%,64%,36,0
53864,80%,80%,46%,0%,0%,50%,13,0
53865,80%,87%,49%,0%,0%,48%,22,0
53866,77%,78%,41%,0%,0%,52%,18,0
53867,68%,69%,50%,0%,0%,50%,43,0
53868,67%,75%,46%,0%,0%,54%,37,0
53869,53%,63%,50%,0%,0%,52%,25,0
53870,57%,63%,50%,0%,0%,59%,20,0
53871,57%,63%,50%,0%,0%,32%,20,0
53872,57%,63%,50%,0%,0%,56%,20,0
53873,57%,63%,52%,0%,0%,46%,20,0
53874,68%,69%,48%,0%,0%,52%,26,0
53875,68%,63%,55%,0%,0%,46%,13,0
53876,74%,74%,52%,0%,0%,48%,19,0
53877,77%,78%,48%,0%,0%,50%,19,0
53878,71%,74%,53%,0%,0%,32%,20,0
53879,91%,88%,50%,0%,0%,54%,12,0
53880,91%,88%,48%,0%,0%,54%,17,0
53881,95%,94%,50%,0%,0%,45%,13,0
53882,85%,89%,50%,0%,0%,54%,,0
53883,95%,94%,48%,0%,0%,57%,3,0
53884,91%,88%,48%,0%,0%,45%,22,0
53885,71%,74%,50%,0%,0%,37%,22,0
53886,74%,78%,48%,0%,0%,57%,44,0
53887,57%,67%,50%,0%,0%,55%,37,0
53888,67%,75%,54%,0%,0%,52%,14,0
53889,65%,75%,52%,0%,0%,40%,22,0
53890,52%,61%,55%,0%,0%,50%,18,0
53891,79%,81%,59%,0%,0%,45%,36,0
53892,91%,88%,48%,0%,0%,32%,18,0
53893,87%,86%,57%,0%,0%,38%,40,0
53894,90%,93%,45%,0%,0%,21%,23,0
53895,76%,75%,53%,0%,0%,41%,27,0
53896,71%,69%,47%,0%,0%,44%,23,0
53897,63%,73%,62%,0%,0%,47%,37,0
53898,63%,75%,59%,0%,0%,47%,41,0
53899,62%,72%,59%,0%,0%,47%,44,0
53900,82%,81%,62%,0%,0%,47%,32,0
53901,63%,69%,59%,0%,0%,38%,41,0
53902,97%,94%,61%,0%,0%,47%,13,0
53903,96%,94%,47%,0%,0%,44%,13,0
53904,92%,88%,43%,0%,0%,32%,41,0
53905,58%,63%,43%,0%,0%,59%,30,0
53906,77%,77%,54%,0%,0%,60%,25,0
53907,86%,85%,59%,0%,0%,34%,19,0
53908,67%,67%,58%,0%,0%,34%,12,0
53909,71%,67%,54%,0%,0%,60%,27,0
53910,69%,77%,59%,0%,0%,53%,40,0
53911,61%,73%,0%,0%,0%,40%,7,0
53912,91%,88%,46%,0%,0%,52%,34,0
53913,86%,75%,37%,0%,0%,38%,41,0
53914,77%,88%,52%,0%,0%,60%,45,0
53915,67%,64%,50%,0%,0%,0%,43,0
53916,64%,63%,39%,0%,0%,47%,44,0
53917,91%,88%,42%,0%,0%,47%,23,0
53918,74%,78%,42%,0%,0%,47%,21,0
53919,78%,83%,48%,0%,0%,54%,14,0
53920,91%,88%,55%,0%,0%,57%,16,0
53921,81%,89%,38%,0%,0%,52%,1,0
53922,81%,89%,42%,0%,100%,57%,1,0
53923,68%,75%,50%,0%,0%,50%,13,0
53924,79%,84%,42%,0%,0%,41%,13,0
53925,82%,75%,42%,0%,0%,52%,9,0
53926,60%,54%,50%,0%,0%,50%,26,0
53927,67%,64%,47%,0%,0%,41%,45,0
53928,86%,94%,52%,0%,0%,63%,5,0
53929,77%,81%,52%,0%,0%,50%,21,0
53930,73%,75%,52%,0%,0%,31%,24,0
53931,73%,75%,58%,0%,0%,31%,25,0
53932,91%,88%,49%,0%,0%,60%,41,0
53933,73%,75%,59%,0%,0%,62%,38,0
53934,61%,64%,51%,0%,0%,0%,25,0
53935,60%,63%,47%,0%,0%,48%,45,0
53936,60%,63%,46%,0%,0%,54%,40,0
53937,57%,61%,53%,0%,0%,56%,19,0
53938,65%,69%,47%,0%,0%,50%,17,0
53939,61%,63%,46%,0%,0%,58%,30,0
53940,84%,94%,44%,0%,0%,48%,33,0
53941,69%,78%,46%,0%,0%,38%,22,0
53942,91%,88%,54%,0%,0%,56%,29,0
53943,91%,88%,43%,0%,0%,38%,21,0
53944,58%,63%,55%,0%,0%,48%,35,0
53945,74%,78%,41%,0%,0%,53%,36,0
53946,83%,79%,50%,0%,0%,55%,30,0
53947,88%,86%,35%,0%,0%,55%,16,0
53948,85%,86%,50%,0%,0%,37%,33,0
53949,74%,75%,46%,0%,0%,48%,43,0
53950,77%,81%,50%,0%,0%,45%,38,0
53951,85%,86%,44%,0%,0%,52%,19,0
53952,63%,79%,48%,0%,0%,60%,29,0
53953,72%,86%,36%,0%,0%,60%,18,0
53954,72%,86%,48%,0%,0%,35%,27,0
53955,73%,75%,48%,0%,0%,44%,44,0
53956,72%,86%,52%,0%,0%,52%,15,0
53957,90%,71%,52%,0%,0%,40%,31,0
53958,91%,86%,44%,0%,0%,0%,18,0
53959,91%,86%,61%,0%,0%,57%,17,0
53960,76%,81%,39%,0%,0%,44%,14,0
53961,72%,75%,39%,0%,0%,28%,10,0
53962,80%,83%,62%,0%,0%,53%,1,0
53963,62%,60%,43%,0%,0%,53%,42,0
53964,88%,88%,45%,0%,0%,56%,11,0
53965,60%,63%,44%,0%,0%,42%,35,0
53966,50%,56%,54%,0%,0%,55%,36,0
53967,79%,81%,46%,0%,0%,48%,44,0
53968,91%,88%,41%,0%,0%,42%,10,0
53969,91%,88%,44%,0%,0%,56%,6,0
53970,69%,70%,51%,0%,0%,47%,26,0
53971,95%,94%,44%,0%,0%,56%,2,0
53972,78%,83%,51%,0%,0%,56%,2,0
53973,78%,83%,41%,0%,0%,48%,1,0
53974,91%,88%,45%,0%,0%,36%,19,0
53975,64%,63%,44%,0%,0%,50%,30,0
53976,68%,69%,41%,0%,0%,56%,36,0
53977,68%,69%,44%,0%,0%,38%,38,0
53978,55%,60%,50%,0%,0%,50%,27,0
53979,79%,81%,49%,0%,0%,55%,30,0
53980,82%,88%,53%,0%,0%,44%,37,0
53981,95%,94%,53%,0%,0%,29%,26,0
53982,91%,88%,43%,0%,0%,55%,23,0
53983,91%,88%,51%,0%,0%,32%,7,0
53984,81%,89%,44%,0%,0%,55%,,0
53985,86%,81%,51%,0%,0%,44%,34,0
53986,95%,94%,47%,0%,0%,48%,30,0
53987,64%,63%,47%,0%,0%,50%,38,0
53988,73%,75%,47%,0%,0%,0%,27,0
53989,59%,67%,46%,0%,0%,44%,27,0
53990,59%,61%,47%,0%,0%,51%,26,0
53991,63%,67%,45%,0%,0%,44%,44,0
53992,63%,72%,45%,0%,0%,61%,44,0
53993,55%,61%,52%,0%,0%,44%,29,0
53994,52%,56%,47%,0%,0%,29%,17,0
53995,64%,63%,49%,0%,0%,45%,36,0
53996,59%,61%,47%,0%,0%,43%,36,0
53997,55%,67%,48%,0%,0%,29%,15,0
53998,78%,83%,48%,0%,0%,37%,18,0
53999,81%,89%,47%,0%,0%,14%,11,0
54000,58%,63%,39%,0%,0%,0%,35,0
54001,63%,63%,48%,0%,0%,0%,34,0
54002,62%,63%,49%,0%,0%,0%,42,0
54003,62%,67%,45%,0%,0%,0%,23,0
54004,56%,56%,45%,0%,0%,44%,28,0
54005,68%,69%,45%,0%,0%,53%,28,0
54006,78%,83%,45%,0%,0%,43%,3,0
54007,63%,72%,65%,0%,0%,52%,6,0
54008,91%,88%,57%,0%,0%,50%,29,0
54009,63%,67%,45%,0%,0%,42%,43,0
54010,69%,70%,40%,0%,0%,61%,41,0
54011,95%,93%,44%,0%,0%,56%,5,0
54012,60%,57%,44%,0%,0%,71%,18,0
54013,71%,79%,56%,0%,0%,53%,37,0
54014,82%,75%,37%,0%,0%,45%,38,0
54015,88%,86%,56%,0%,0%,67%,37,0
54016,76%,73%,35%,0%,0%,50%,26,0
54017,75%,67%,38%,0%,0%,50%,5,0
54018,72%,67%,42%,0%,0%,50%,27,0
54019,90%,77%,41%,0%,0%,59%,36,0
54020,90%,77%,41%,0%,0%,50%,20,0
54021,90%,77%,41%,0%,0%,55%,27,0
54022,71%,74%,52%,0%,0%,56%,30,0
54023,86%,95%,51%,0%,0%,46%,41,0
54024,74%,85%,51%,0%,0%,54%,34,0
54025,79%,80%,54%,0%,0%,54%,12,0
54026,78%,83%,54%,0%,0%,29%,34,0
54027,64%,70%,46%,0%,0%,30%,36,0
54028,58%,65%,46%,0%,0%,35%,39,0
54029,71%,80%,53%,0%,0%,54%,24,0
54030,97%,95%,54%,0%,0%,33%,,0
54031,79%,80%,53%,0%,0%,30%,20,0
54032,72%,75%,56%,0%,0%,29%,41,0
54033,75%,75%,46%,0%,0%,25%,41,0
54034,90%,86%,63%,0%,0%,44%,39,0
54035,76%,81%,48%,0%,0%,44%,34,0
54036,90%,86%,59%,0%,0%,44%,34,0
54037,70%,81%,76%,0%,0%,90%,12,0
54038,71%,67%,29%,0%,0%,48%,35,0
54039,73%,78%,37%,0%,0%,44%,33,0
54040,62%,61%,49%,0%,0%,40%,19,0
54041,70%,68%,45%,0%,0%,53%,36,0
54042,77%,80%,53%,0%,0%,55%,6,0
54043,83%,82%,51%,0%,0%,47%,11,0
54044,58%,57%,44%,0%,0%,56%,13,0
54045,94%,93%,46%,0%,0%,62%,37,0
54046,58%,63%,44%,0%,0%,52%,31,0
54047,94%,93%,44%,0%,0%,52%,37,0
54048,92%,86%,44%,0%,0%,52%,33,0
54049,94%,86%,42%,0%,0%,42%,31,0
54050,68%,62%,38%,0%,0%,44%,44,0
54051,85%,70%,51%,0%,0%,53%,28,0
54052,82%,58%,45%,0%,0%,47%,28,0
54053,55%,53%,42%,0%,0%,56%,36,0
54054,61%,62%,44%,0%,0%,64%,36,0
54055,65%,62%,43%,0%,0%,50%,17,0
54056,61%,60%,50%,0%,0%,44%,17,0
54057,52%,54%,44%,0%,0%,56%,31,0
54058,52%,62%,46%,0%,0%,43%,29,0
54059,75%,88%,42%,0%,0%,27%,32,0
54060,61%,63%,53%,0%,0%,33%,11,0
54061,70%,83%,47%,0%,0%,38%,18,0
54062,92%,94%,48%,0%,0%,42%,8,0
54063,60%,61%,50%,0%,0%,57%,43,0
54064,63%,67%,52%,0%,0%,60%,44,0
54065,88%,88%,56%,0%,0%,56%,38,0
54066,92%,89%,57%,0%,0%,59%,16,0
54067,96%,94%,57%,0%,0%,61%,14,0
54068,92%,89%,50%,0%,0%,50%,38,0
54069,87%,86%,57%,0%,0%,58%,3,0
54070,65%,71%,52%,0%,0%,36%,29,0
54071,59%,53%,52%,0%,0%,59%,33,0
54072,72%,73%,48%,0%,0%,50%,27,0
54073,62%,73%,52%,0%,0%,55%,44,0
54074,81%,76%,57%,0%,0%,48%,32,0
54075,92%,82%,48%,0%,0%,48%,12,0
54076,95%,94%,42%,0%,0%,44%,27,0
54077,54%,63%,46%,0%,0%,44%,40,0
54078,74%,78%,56%,0%,0%,61%,45,0
54079,91%,88%,50%,0%,0%,38%,38,0
54080,64%,63%,56%,0%,0%,61%,31,0
54081,74%,75%,42%,0%,0%,36%,44,0
54082,74%,74%,47%,0%,0%,36%,40,0
54083,66%,74%,47%,0%,0%,36%,32,0
54084,63%,63%,49%,0%,0%,36%,30,0
54085,63%,69%,43%,0%,0%,40%,27,0
54086,58%,63%,47%,0%,0%,36%,33,0
54087,60%,63%,48%,0%,0%,36%,39,0
54088,59%,63%,47%,0%,0%,54%,39,0
54089,88%,88%,52%,0%,0%,36%,40,0
54090,94%,86%,51%,0%,0%,43%,33,0
54091,85%,81%,45%,0%,0%,0%,21,0
54092,100%,100%,48%,0%,0%,54%,1,0
54093,80%,75%,39%,0%,0%,60%,40,0
54094,79%,82%,43%,0%,0%,43%,33,0
54095,86%,80%,50%,0%,0%,47%,9,0
54096,63%,63%,50%,0%,0%,50%,24,0
54097,92%,88%,49%,0%,0%,56%,38,0
54098,95%,88%,0%,0%,0%,58%,5,0
54099,95%,94%,51%,0%,0%,41%,31,0
54100,74%,94%,43%,0%,0%,52%,25,0
54101,63%,63%,48%,0%,0%,50%,12,0
54102,80%,67%,55%,0%,0%,59%,33,0
54103,73%,71%,58%,0%,0%,50%,19,0
54104,88%,87%,55%,0%,0%,50%,10,0
54105,60%,60%,55%,0%,0%,53%,29,0
54106,62%,71%,43%,0%,0%,52%,43,0
54107,58%,65%,47%,0%,0%,29%,44,0
54108,73%,76%,41%,0%,0%,50%,26,0
54109,77%,82%,49%,0%,0%,50%,,0
54110,73%,76%,43%,0%,0%,50%,7,0
54111,69%,71%,56%,0%,0%,48%,43,0
54112,80%,76%,47%,0%,0%,42%,17,0
54113,87%,88%,47%,0%,0%,18%,24,0
54114,92%,94%,49%,0%,0%,46%,15,0
54115,76%,83%,53%,0%,0%,36%,18,0
54116,95%,94%,41%,0%,0%,27%,30,0
54117,61%,63%,41%,0%,0%,59%,33,0
54118,89%,94%,47%,0%,0%,36%,37,0
54119,80%,88%,50%,0%,0%,56%,31,0
54120,73%,72%,42%,0%,0%,38%,24,0
54121,83%,81%,59%,0%,0%,35%,10,0
54122,89%,88%,45%,0%,0%,100%,20,0
54123,94%,88%,56%,0%,0%,45%,25,0
54124,84%,88%,58%,0%,0%,46%,14,0
54125,72%,78%,45%,0%,0%,44%,11,0
54126,88%,88%,45%,0%,0%,44%,15,0
54127,60%,63%,53%,0%,0%,40%,7,0
54128,72%,88%,46%,0%,0%,54%,26,0
54129,79%,76%,46%,0%,0%,46%,40,0
54130,82%,83%,44%,0%,0%,32%,15,0
54131,77%,74%,44%,0%,0%,19%,25,0
54132,77%,78%,42%,0%,0%,42%,36,0
54133,79%,89%,41%,0%,0%,53%,30,0
54134,91%,90%,40%,0%,0%,42%,5,0
54135,78%,83%,49%,0%,0%,12%,4,0
54136,61%,63%,52%,0%,0%,44%,31,0
54137,65%,69%,48%,0%,0%,46%,43,0
54138,61%,63%,48%,0%,0%,36%,37,0
54139,65%,69%,52%,0%,0%,55%,30,0
54140,69%,78%,48%,0%,0%,54%,24,0
54141,63%,59%,51%,0%,0%,67%,42,0
54142,85%,82%,59%,0%,0%,67%,22,0
54143,78%,84%,59%,0%,0%,67%,38,0
54144,85%,82%,50%,0%,0%,47%,17,0
54145,73%,68%,59%,0%,0%,53%,37,0
54146,67%,59%,54%,0%,0%,67%,33,0
54147,94%,86%,54%,0%,0%,50%,3,0
54148,66%,87%,49%,0%,0%,38%,15,0
54149,93%,88%,54%,0%,0%,21%,43,0
54150,59%,67%,48%,0%,0%,44%,43,0
54151,64%,63%,48%,0%,0%,67%,10,0
54152,86%,81%,50%,0%,0%,53%,42,0
54153,87%,89%,57%,0%,0%,53%,35,0
54154,87%,89%,56%,0%,0%,40%,30,0
54155,90%,89%,56%,0%,0%,59%,13,0
54156,94%,89%,56%,0%,0%,53%,14,0
54157,94%,89%,58%,0%,0%,50%,2,0
54158,81%,80%,58%,0%,0%,47%,15,0
54159,80%,80%,58%,0%,0%,45%,39,0
54160,97%,94%,62%,0%,0%,38%,15,0
54161,60%,59%,51%,0%,0%,46%,11,0
54162,92%,87%,26%,0%,0%,46%,7,0
54163,74%,73%,43%,0%,0%,52%,39,0
54164,66%,65%,53%,0%,0%,52%,43,0
54165,81%,88%,55%,0%,0%,52%,44,0
54166,56%,56%,49%,0%,0%,44%,41,0
54167,74%,65%,45%,0%,0%,48%,17,0
54168,68%,65%,54%,0%,0%,47%,23,0
54169,96%,87%,53%,0%,0%,70%,6,0
54170,88%,88%,42%,0%,0%,61%,28,0
54171,91%,81%,54%,0%,0%,57%,22,0
54172,63%,69%,40%,0%,0%,52%,32,0
54173,92%,88%,41%,0%,0%,28%,31,0
54174,95%,93%,43%,0%,0%,56%,34,0
54175,90%,86%,49%,0%,0%,55%,12,0
54176,70%,72%,43%,0%,0%,56%,12,0
54177,72%,75%,43%,0%,0%,76%,10,0
54178,72%,75%,43%,0%,0%,39%,10,0
54179,95%,93%,45%,0%,0%,60%,2,0
54180,80%,79%,43%,0%,0%,45%,43,0
54181,88%,79%,53%,0%,0%,58%,8,0
54182,88%,79%,41%,0%,0%,45%,42,0
54183,95%,86%,41%,0%,0%,58%,25,0
54184,78%,86%,41%,0%,0%,55%,1,0
54185,87%,86%,41%,0%,0%,56%,15,0
54186,90%,71%,43%,0%,0%,45%,42,0
54187,65%,71%,41%,0%,0%,51%,36,0
